Pays;Type;Metal;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Fidji;Production;Or;2138;2045;1519;872;907;774;956;1423;1246;1676;1888;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Finlande;Production;Or;690;820;852;905;881;1303;1424;756;872;1046;996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Production;Or;1556;1898;1569;1855;1263;1163;1131;2180;2744;2407;2380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guyane française;Production;Or;76;88;150;90;62;92;167;163;250;315;407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gabon;Production;Or;130;96;73;30;30;17;20;20;37;41;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Allemagne;Production;Or;;;;;;;;;;;2472;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Allemagne;Production;Or;66;76;74;66;73;92;95;56;60;50;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ghana;Production;Or;16326;16561;14957;12505;11094;10981;10595;10280;8601;8923;9311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guyana;Production;Or;562;487;370;479;329;342;599;269;143;328;321;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Honduras;Production;Or;78;71;77;71;62;63;55;53;67;131;157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hongrie;Production;Or;;;;;;;;1500;1000;600;600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Inde;Production;Or;2825;3132;3014;2774;2637;2452;2495;2244;2156;1988;1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Indonésie;Production;Or;329;355;256;254;170;1716;1617;2144;2262;2279;2508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Japon;Production;Or;4464;4282;4635;4516;4033;3183;3087;3267;3139;3220;5309;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kenya;Production;Or;;1;4;6;8;4;1;1;3;14;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Corée du Sud;Production;Or;415;583;665;852;749;1282;1342;1734;2242;2462;2403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Corée du Nord;Production;Or;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Liberia;Production;Or;140;140;2;0;34;225;525;381;449;328;147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Madagascar;Production;Or;5;2;2;4;1;4;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Malaisie;Production;Or;114;141;153;210;197;2050;2355;2812;2628;2788;2768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mali;Production;Or;;28;29;30;31;300;500;400;400;500;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mauritanie;Production;Or;1305;690;870;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mexique;Production;Or;4501;5064;6616;6283;5911;6096;6319;6104;6930;7058;7524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Namibie;Production;Or;;;;;;;;;296;196;194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nouvelle-Zélande;Production;Or;85;102;223;219;218;200;189;242;301;672;886;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nicaragua;Production;Or;2186;2359;2046;2300;1900;1870;1926;1692;1444;1100;753;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Papouasie-Nouvelle-Guinée;Production;Or;19827;20759;22839;23885;20172;14730;16972;17775;18320;18573;31025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Perou;Production;Or;3135;2470;3247;3504;4155;3870;4821;4306;5242;5829;6621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Philippines;Production;Or;15632;15589;17373;18243;16646;20025;23586;25954;25397;25727;33063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Portugal;Production;Or;356;312;275;284;320;244;244;211;199;193;229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rhodesia;Production;Or;10999;12086;12506;12414;12063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Roumanie;Production;Or;1900;1900;2000;2000;2000;2000;2000;2000;2000;2000;5000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rwanda;Production;Or;;29;56;35;15;46;49;15;39;8;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sierra Leone;Production;Or;;;;;0;13;123;271;370;570;591;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Îles Salomon;Production;Or;25;24;14;18;22;34;33;41;35;80;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Afrique du sud;Production;Or;713447;713390;699887;704449;703473;675096;657670;664420;679665;681930;672944;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Russie;Production;Or;250000;250000;250000;250000;255000;258000;263000;266000;312000;300000;271000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espagne;Production;Or;3361;4317;293;344;352;3364;4201;3742;5434;8097;10254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Soudan;Production;Or;;;;;10;10;10;12;40;30;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Suriname;Production;Or;5;1;12;9;6;5;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Suède;Production;Or;1965;1934;2113;2373;2308;2027;2039;2447;3369;4408;4631;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Taiwan;Production;Or;688;838;466;417;443;413;1763;2232;1629;1176;953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tanzanie;Production;Or;;;0;4;9;3;9;7;24;39;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
États-Unis;Production;Or;32729;32598;34225;31068;29997;30164;42898;45589;62287;64840;75497;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ouganda;Production;Or;;;;;62;282;304;215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Venezuela;Production;Or;570;513;541;416;466;514;877;902;1033;1741;2214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Serbie;Production;Or;3856;4427;5108;4434;4323;3304;3582;3592;4238;3892;4460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
République démocratique du Congo;Production;Or;3826;2746;2715;2286;1836;2237;2027;1869;6001;3644;2289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zambie;Production;Or;265;341;207;259;247;257;328;418;316;379;246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zimbabwe;Production;Or;;;;11443;11691;13367;14101;14877;14691;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Australie;Production;Groupe du platine;299;247;298;230;214;328;401;416;449;523;476;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Australie;Production;Groupe du platine;10;98;115;92;86;64;65;74;52;66;95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Finlande;Production;Groupe du platine;;;;;;;;;71;34;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Finlande;Production;Groupe du platine;;;;;;;;;68;33;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Allemagne;Production;Groupe du platine;;;;;;;;;;;386;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Allemagne;Production;Groupe du platine;;;;;;;;;;;2148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Japon;Production;Groupe du platine;461;563;707;753;700;901;800;867;1155;1051;1359;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Japon;Production;Groupe du platine;189;270;303;317;378;385;327;479;667;607;691;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Philippines;Production;Groupe du platine;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Philippines;Production;Groupe du platine;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Afrique du sud;Production;Groupe du platine;80795;83900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Russie;Production;Groupe du platine;;;;;;;;;75000;77000;79000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Russie;Production;Groupe du platine;;;;;;;;;28000;29000;30000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
États-Unis;Production;Groupe du platine;341;125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
États-Unis;Production;Groupe du platine;165;85;;;;;;;195;455;470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Serbie;Production;Groupe du platine;;120;154;173;163;140;97;90;91;108;87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Serbie;Production;Groupe du platine;;31;23;13;21;13;15;13;6;13;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zimbabwe;Production;Groupe du platine;;;;0;0;211;162;86;74;38;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zimbabwe;Production;Groupe du platine;;;;0;0;93;72;53;53;24;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Argentine;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;187157;373310;206395;261823;243053;228804;271932;272119;270715;277800;292744;;;;;;;;;;;
Australie;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;1495000;1627000;1718000;1769000;1797000;1836000;1857000;1895000;1903040;1928635;1960017;;;;;;;;;;;
Azerbaijan;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;4800;3386;1278;2;57;58;18565;29537;31762;31852;39241;;;;;;;;;;;
Bahrain;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;489915;501308;502663;509038;522042;517004;526000;530000;749987;872393;865883;;;;;;;;;;;
Bosnie-Herzégovine;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;8000;30000;70000;94751;96000;102300;112500;121294;131094;136190;147193;;;;;;;;;;;
Brézil;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;1189100;1208000;1249600;1271400;1132000;1318400;1380600;1457400;1497600;1604500;1654800;;;;;;;;;;;
Cameroun;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;90900;81600;90410;86384;80900;67000;78800;85900;86400;88400;87000;;;;;;;;;;;
Canada;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;2327188;2374118;2389834;2373460;2582746;2708910;2791915;2592160;2894204;3051128;3082625;;;;;;;;;;;
Chine;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;2178600;2435300;2808900;2989200;3575800;4321000;5546900;6688800;7806000;9358400;12558600;;;;;;;;;;;
Égypte;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;178200;187200;186700;188900;190800;195000;194600;216000;243800;252300;331504;;;;;;;;;;;
France;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;399400;423600;455100;441100;461000;463000;444000;447000;440000;442879;430159;;;;;;;;;;;
Allemagne;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;571941;612381;633803;643545;651592;652845;660783;667800;647900;515539;551000;;;;;;;;;;;
Ghana;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;151600;56100;114200;155500;161670;131858;15909;0;13400;75800;12900;;;;;;;;;;;
Grèce;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;132600;146100;159900;168000;164000;165262;167797;166634;165300;164500;167937;;;;;;;;;;;
Hongrie;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;33700;34000;34000;33850;34600;35294;35000;34400;31000;300;;;;;;;;;;;;
Iceland;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;123356;183400;221434;225721;245135;285394;286022;284700;273318;328424;446297;;;;;;;;;;;
Inde;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;553255;543451;612968;624206;635573;688921;810282;883960;930543;1113849;1239581;;;;;;;;;;;
Indonésie;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;217400;134300;112300;192300;208800;162800;197300;240800;252300;250300;242100;;;;;;;;;;;
Iran;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;95521;123758;137422;141494;148844;169491;182477;212602;218754;205462;215981;;;;;;;;;;;
Italie;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;187700;187000;187200;189800;187500;190400;191400;195400;192900;194200;179500;;;;;;;;;;;
Japon;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;16694;16302;10904;6536;6632;6413;6463;6433;6400;6500;6600;;;;;;;;;;;
Kazakhstan;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;12000;;;;;;;;;;;
Mexique;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;66356;61848;62736;61200;51500;39000;17600;;;;;;;;;;;;;;;
Montenegro;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;121762;135151;;;;;;;;;;;
Mozambique;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;0;0;0;53800;266000;273200;407400;547100;553700;564000;564000;;;;;;;;;;;
Pays-Bas;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;231800;264700;287388;301689;293068;284364;282800;330000;333820;285317;296900;;;;;;;;;;;
Nouvelle-Zélande;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;310324;317600;326800;328400;322300;333900;334970;350299;351449;335300;351100;;;;;;;;;;;
Nigeria;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;2500;25500;15900;;;;;0;0;0;0;;;;;;;;;;;
Norvège;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;918511;994195;1007989;1031000;1034000;1044000;1180200;1318000;1391000;1383000;1362000;;;;;;;;;;;
Oman;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;
Pologne;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;51500;51500;51600;46900;44700;49125;45371;45800;42717;42000;43000;;;;;;;;;;;
Qatar;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
Roumanie;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;161907;174040;174100;179039;181830;187052;196844;222347;243607;262056;283449;;;;;;;;;;;
Russie;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;2906000;3010000;3149000;3247000;3302000;3348247;3478057;3594747;3647061;3117249;3955417;;;;;;;;;;;
Serbie;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;80600;76736;80916;95465;108123;111919;116744;115080;116994;;;;;;;;;;;;;
Slovaquie;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;110190;108000;105200;109000;110062;111600;132089;156893;159203;158289;160461;;;;;;;;;;;
Slovenie;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;74400;70800;77200;75600;76632;87600;109800;120700;138500;118100;111016;;;;;;;;;;;
Afrique du sud;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;673043;676999;689230;673486;662497;706916;732717;866074;846213;895000;899000;;;;;;;;;;;
Espagne;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;360061;360400;375500;365700;376400;380100;389100;397500;394200;367400;405100;;;;;;;;;;;
Suriname;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;23128;27416;6638;;;;;;;;;;;;;;;;;;;
Suède;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;98798;96098;98958;100788;101420;100125;100707;100591;102107;101668;99842;;;;;;;;;;;
Suisse;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;27339;32106;34439;35539;36288;40224;43865;44879;44800;12000;;;;;;;;;;;;
Tajikistan;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;188900;195630;229100;300000;324000;307589;319360;358082;379630;413800;419060;;;;;;;;;;;
Turquie;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;62020;61803;61705;61501;61730;62501;63140;64002;59000;60000;63400;;;;;;;;;;;
États-Unis;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;3603400;3712700;3778600;3668400;2637000;2707000;2703300;2516400;2481000;2283800;2553900;;;;;;;;;;;
Ukraine;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;100547;106678;115425;119290;121034;112459;113640;113212;114213;112952;113437;;;;;;;;;;;
Émirats arabes unis;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;379200;386648;440700;536000;536000;538000;560000;671915;724565;789341;889548;;;;;;;;;;;
Royaume-Uni;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;247675;258397;269700;305099;340778;344318;342748;359631;368477;360325;364595;;;;;;;;;;;
Venezuela;Production;Aluminium;;;;;;;;;;;;;;;;;;;;;;;642000;586499;570321;571463;579000;604000;601290;631100;624000;617100;615000;;;;;;;;;;;
Belgique;Production;Arsenic;;;;;;;;;;;;;;;;;;;;;;;2000;1500;1500;1500;1000;1000;1000;1000;1000;1000;1000;;;;;;;;;;;
Bolivie;Production;Arsenic;;;;;;;;;;;;;;;;;;;;;;;282;284;437;318;846;237;276;168;120;90;80;;;;;;;;;;;
Canada;Production;Arsenic;;;;;;;;;;;;;;;;;;;;;;;250;250;250;250;250;250;250;250;250;;;;;;;;;;;;;
Chili;Production;Arsenic;;;;;;;;;;;;;;;;;;;;;;;11159;11690;9789;10712;10000;10000;10000;10000;10000;10000;11400;;;;;;;;;;;
Chine;Production;Arsenic;;;;;;;;;;;;;;;;;;;;;;;15000;15500;16000;40000;39500;40000;40000;30000;30000;30000;25000;;;;;;;;;;;
France;Production;Arsenic;;;;;;;;;;;;;;;;;;;;;;;2500;2000;1000;1000;1000;1000;;;;;;;;;;;;;;;;
Géorgie;Production;Arsenic;;;;;;;;;;;;;;;;;;;;;;;400;400;;;;;;;;;;;;;;;;;;;;
Allemagne;Production;Arsenic;;;;;;;;;;;;;;;;;;;;;;;250;200;200;200;200;200;;;;;;;;;;;;;;;;
Ghana;Production;Arsenic;;;;;;;;;;;;;;;;;;;;;;;4577;5000;7000;3000;;;;;;;;;;;;;;;;;;
Iran;Production;Arsenic;;;;;;;;;;;;;;;;;;;;;;;223;323;173;120;219;142;275;89;100;100;100;;;;;;;;;;;
Japon;Production;Arsenic;;;;;;;;;;;;;;;;;;;;;;;40;40;40;40;40;40;40;40;40;40;40;;;;;;;;;;;
Kazakhstan;Production;Arsenic;;;;;;;;;;;;;;;;;;;;;;;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;;;;;;;;;;;
Mexique;Production;Arsenic;;;;;;;;;;;;;;;;;;;;;;;3959;3396;3193;3329;3143;2569;2283;2415;2197;2106;677;;;;;;;;;;;
Namibie;Production;Arsenic;;;;;;;;;;;;;;;;;;;;;;;1297;233;0;0;738;852;389;1264;29;0;610;;;;;;;;;;;
Perou;Production;Arsenic;;;;;;;;;;;;;;;;;;;;;;;837;624;1611;2495;1958;1613;4640;3037;3150;4399;4321;;;;;;;;;;;
Portugal;Production;Arsenic;;;;;;;;;;;;;;;;;;;;;;;;;;50;50;50;25;15;15;15;15;;;;;;;;;;;
Russie;Production;Arsenic;;;;;;;;;;;;;;;;;;;;;;;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;;;;;;;;;;;
Afghanistan;Production;Chrome;;;;;;;;;;;;;;;;;;;;;;;;;4318;5345;5682;6136;6364;6591;6818;7273;6491;;;;;;;;;;;
Albanie;Production;Chrome;;;;;;;;;;;;;;;;;;;;;;;157203;124000;109200;120400;85890;72600;98000;160300;170000;187070;194760;;;;;;;;;;;
Australie;Production;Chrome;;;;;;;;;;;;;;;;;;;;;;;18756;72496;71886;74260;15750;57142;168200;275700;225700;267800;295000;;;;;;;;;;;
Brézil;Production;Chrome;;;;;;;;;;;;;;;;;;;;;;;242077;352751;357141;600000;419049;283991;376862;593476;616534;562739;627772;;;;;;;;;;;
Myanmar;Production;Chrome;;;;;;;;;;;;;;;;;;;;;;;4059;2447;3200;3000;3000;3000;3000;360;410;;;;;;;;;;;;;
Chine;Production;Chrome;;;;;;;;;;;;;;;;;;;;;;;176800;205300;220540;208000;181900;164200;197800;230000;220000;220000;220000;;;;;;;;;;;
Cuba;Production;Chrome;;;;;;;;;;;;;;;;;;;;;;;44100;49044;35750;32400;26000;21150;27600;42487;14792;5047;;;;;;;;;;;;
Finlande;Production;Chrome;;;;;;;;;;;;;;;;;;;;;;;588856;498075;597438;628414;575126;566090;549000;580000;572000;549000;556000;;;;;;;;;;;
Inde;Production;Chrome;;;;;;;;;;;;;;;;;;;;;;;1515286;1418119;1737985;1971806;1548900;3068631;2904809;3621394;3714284;5295551;4872847;;;;;;;;;;;
Indonésie;Production;Chrome;;;;;;;;;;;;;;;;;;;;;;;2156;4700;6355;;;;;;;;;;;;;;;;;;;
Iran;Production;Chrome;;;;;;;;;;;;;;;;;;;;;;;324253;316597;368400;145007;178120;232068;150316;134872;224911;236397;139114;;;;;;;;;;;
Kazakhstan;Production;Chrome;;;;;;;;;;;;;;;;;;;;;;;1795900;1602700;2405600;2606600;2045700;2369500;2927900;3287100;3581242;3366078;4590000;;;;;;;;;;;
Kosovo;Production;Chrome;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;
Madagascar;Production;Chrome;;;;;;;;;;;;;;;;;;;;;;;133960;166096;;131293;60923;10737;45040;77386;93384;116290;77700;;;;;;;;;;;
Macédoine du Nord;Production;Chrome;;;;;;;;;;;;;;;;;;;;;;;5000;;;;;;;;;;;;;;;;;;;;;
Oman;Production;Chrome;;;;;;;;;;;;;;;;;;;;;;;17985;29756;26010;15100;30100;27400;13800;28700;34000;276300;407822;;;;;;;;;;;
Pakistan;Production;Chrome;;;;;;;;;;;;;;;;;;;;;;;23763;8885;16279;24473;21535;16679;30657;29230;56359;64572;300000;;;;;;;;;;;
Philippines;Production;Chrome;;;;;;;;;;;;;;;;;;;;;;;98115;42228;17530;20920;27926;22000;33778;42139;36070;46728;31593;;;;;;;;;;;
Russie;Production;Chrome;;;;;;;;;;;;;;;;;;;;;;;77900;69500;48047;79000;117700;71000;169200;447300;772000;966095;582200;;;;;;;;;;;
Afrique du sud;Production;Chrome;;;;;;;;;;;;;;;;;;;;;;;6162000;6479582;6817050;6662000;5502010;6435746;7405391;7676799;7502762;7418326;9646958;;;;;;;;;;;
Soudan;Production;Chrome;;;;;;;;;;;;;;;;;;;;;;;30500;60000;48000;28500;20500;14000;37000;26000;21654;24200;37656;;;;;;;;;;;
Turquie;Production;Chrome;;;;;;;;;;;;;;;;;;;;;;;1702633;1404470;1014544;545725;454549;326390;229294;506421;858729;1059901;1678932;;;;;;;;;;;
Émirats arabes unis;Production;Chrome;;;;;;;;;;;;;;;;;;;;;;;61000;76886;60000;30000;10000;0;0;7089;0;0;23000;;;;;;;;;;;
Vietnam;Production;Chrome;;;;;;;;;;;;;;;;;;;;;;;51000;59000;58500;76300;70300;66300;91000;82000;5700;3400;103800;;;;;;;;;;;
Zimbabwe;Production;Chrome;;;;;;;;;;;;;;;;;;;;;;;669757;605405;653479;668043;780150;725822;572558;668391;667199;700001;614559;;;;;;;;;;;
Albanie;Production;Cuivre;;;;;;;;;;;;;;;;;;;;;;;324;2300;869;;0;0;0;642;1696;1140;2384;;;;;;;;;;;
Argentine;Production;Cuivre;;;;;;;;;;;;;;;;;;;;;;;30421;170273;210126;145197;191667;204027;199020;177143;187317;180144;180223;;;;;;;;;;;
Armenie;Production;Cuivre;;;;;;;;;;;;;;;;;;;;;;;6770;9158;9830;12234;16460;16641;18068;17700;16400;17930;17629;;;;;;;;;;;
Australie;Production;Cuivre;;;;;;;;;;;;;;;;;;;;;;;549000;619000;741000;832000;896000;879000;830000;854000;928217;878874;862535;;;;;;;;;;;
Bolivie;Production;Cuivre;;;;;;;;;;;;;;;;;;;;;;;182;48;24975;110;18;120;344;576;35;218;606;;;;;;;;;;;
Botswana;Production;Cuivre;;;;;;;;;;;;;;;;;;;;;;;19820;22124;20960;18722;19209;21590;24289;21195;26704;24255;19996;;;;;;;;;;;
Brézil;Production;Cuivre;;;;;;;;;;;;;;;;;;;;;;;39952;34446;31371;31786;32734;32711;26275;103153;133325;147836;205728;;;;;;;;;;;
Bulgarie;Production;Cuivre;;;;;;;;;;;;;;;;;;;;;;;75500;82500;87500;93200;97100;84400;91600;79600;112536;123571;116157;;;;;;;;;;;
Myanmar;Production;Cuivre;;;;;;;;;;;;;;;;;;;;;;;2927;6700;26736;26711;25800;27500;27900;31800;34500;19500;15100;;;;;;;;;;;
Canada;Production;Cuivre;;;;;;;;;;;;;;;;;;;;;;;659500;705766;620085;633855;633531;603498;557082;562795;595383;603295;596249;;;;;;;;;;;
Chili;Production;Cuivre;;;;;;;;;;;;;;;;;;;;;;;3392000;3686900;4391200;4602000;4739000;4580600;4904200;5412500;5320500;5360800;5557000;;;;;;;;;;;
Chine;Production;Cuivre;;;;;;;;;;;;;;;;;;;;;;;495500;486800;520100;592600;587000;578100;614400;754200;776000;889000;946200;;;;;;;;;;;
Colombie;Production;Cuivre;;;;;;;;;;;;;;;;;;;;;;;1800;1800;2100;2018;2000;1700;1500;1600;1800;600;840;;;;;;;;;;;
République démocratique du Congo;Production;Cuivre;;;;;;;;;;;;;;;;;;;;;;;39651;38236;33000;33000;37845;27359;16359;18995;97500;142300;144600;;;;;;;;;;;
Cuba;Production;Cuivre;;;;;;;;;;;;;;;;;;;;;;;2208;1351;1090;1346;1000;;;;;;;;;;;;;;;;;
Chypre;Production;Cuivre;;;;;;;;;;;;;;;;;;;;;;;3900;4908;5006;5200;4600;3700;2500;0;0;900;3012;;;;;;;;;;;
République dominicaine;Production;Cuivre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
Finlande;Production;Cuivre;;;;;;;;;;;;;;;;;;;;;;;8500;9500;10500;11500;11600;14400;14900;15500;15000;13000;13600;;;;;;;;;;;
Géorgie;Production;Cuivre;;;;;;;;;;;;;;;;;;;;;;;4000;2500;1000;9000;11500;13000;14700;12000;9500;14600;11300;;;;;;;;;;;
Inde;Production;Cuivre;;;;;;;;;;;;;;;;;;;;;;;37200;48000;35479;37511;38177;32780;29529;30072;28640;30051;32726;;;;;;;;;;;
Indonésie;Production;Cuivre;;;;;;;;;;;;;;;;;;;;;;;548300;809100;766100;1012000;1048700;1171726;1005837;840318;1063849;817796;796899;;;;;;;;;;;
Iran;Production;Cuivre;;;;;;;;;;;;;;;;;;;;;;;118700;128300;130000;147200;146300;140700;146100;153000;149900;216200;244200;;;;;;;;;;;
Japon;Production;Cuivre;;;;;;;;;;;;;;;;;;;;;;;932;1070;867;1211;744;1519;1000;1000;1000;300;;;;;;;;;;;;
Kazakhstan;Production;Cuivre;;;;;;;;;;;;;;;;;;;;;;;316000;338600;373500;430200;469500;473700;484500;461800;401700;446300;444000;;;;;;;;;;;
Corée du Nord;Production;Cuivre;;;;;;;;;;;;;;;;;;;;;;;10000;10000;10000;12000;12000;12000;12000;12000;12000;12000;12000;;;;;;;;;;;
